"QSOX1","EPCAM","SFRP1","TACSTD2","PRSS8","ANXA8 /// ANXA8L1","PDGFRA","RBP1","FGFR2","WFDC2","SLC34A2","PROM1","TCF21","SRPX","CFTR","CLDN10","BMP5","LHX2","NME5","SLC5A1","ADAMTSL2","FXYD2 /// FXYD6-FXYD2","SFRP5","ANXA3","LRRN3","TNFRSF10C","MFAP4","DPT","OLFML3","RAB25","LEPREL1","PELI2","ELMO3","KCNJ16","SMPD3","CHST4","INMT","SULF2","AQP4","VSIG2","BHLHE22","CYS1","ST6GAL2","OVOL1","CCBE1","PCDP1","ANGPTL1","PLA2R1","FAM150B","PKHD1","TBXA2R"
0.3762158311018,0.231620846657888,0.250972427523888,0.547501508317426,0.30977091053368,0.229589601163458,0.687537154014852,0.517608896262385,0.40833021785172,0.292762327004478,0.405651420374507,0.312664890467975,0.406820780812028,0.519707709642847,0.24864925036838,0.312117847662722,0.515814955098695,0.304503685942925,0.212354804358833,0.342296619837971,0.354311952239123,0.25207754180224,0.248432579043929,0.227801343751184,0.302441654547112,0.347069295294085,0.320140955057708,0.31559184159674,0.61304607292426,0.116013332385608,0.338980833273526,0.718076384516646,0.443750213982767,0.215848440269113,0.410978586189684,0.368974653828381,0.571886739411899,0.662145662238564,0.177920656062154,0.109788606023581,0.357015762868559,0.244236364043578,0.26295788868482,0.285319284417768,0.371740875459539,0.474796385776606,0.574881225639111,0.327714889649368,0.308072993445267,0.296502830777742,0.731967047852839
0.346666584723735,0.190064733192244,0.223943987219545,0.418536873173261,0.400365318131942,0.17066333143217,0.676519475085565,0.470570213671664,0.445899283684742,0.199543911868771,0.288948130672827,0.258039254592061,0.263444482941217,0.586832726176994,0.211127853380622,0.256624214839773,0.496548763649336,0.318139443236353,0.255028979886184,0.305997216124783,0.440877512667021,0.296724445638185,0.308309809415794,0.236735995391181,0.325907184097732,0.397898663462678,0.245014424399598,0.202548992023652,0.571529672497051,0.104938274024446,0.293118641825595,0.363397033329263,0.395387415717403,0.276233121222312,0.636402155592785,0.321010831790544,0.608059081695135,0.803982651532394,0.204535675848449,0.159747420954915,0.327598365779787,0.191273424408863,0.146752023964561,0.252905605088194,0.300648163914537,0.508377306315018,0.520299581024033,0.412662661763109,0.25773340235412,0.378456351359557,0.722180461068184
0.358066430412497,0.1402926034039,0.216063460659028,0.272174643019008,0.215263174603831,0.128313652059627,0.569327476321529,0.53281868591566,0.515031086021804,0.248117026376836,0.378074150173459,0.168926896876539,0.370276324801311,0.541122119734395,0.146935345539184,0.213065083120092,0.511541060958086,0.314322763122138,0.128276583603942,0.411350302429231,0.353741412326922,0.204655897103197,0.233286489855104,0.236220610174033,0.269561938361496,0.237494197092404,0.185249640724615,0.166826830349774,0.59135088755814,0.137431485268065,0.580188626572596,0.417205497530986,0.393965255396735,0.112833448357798,0.489949999468694,0.396941538991539,0.767417899914615,0.666084572289193,0.247428038627229,0.163858147005759,0.236767346040325,0.251520090435236,0.268947392983293,0.266262509229413,0.298430997924586,0.397338933527661,0.407852625216557,0.332646270277793,0.18763550238329,0.280982157984882,0.71761625545494
0.410705531785583,0.114820668369439,0.262395657314235,0.36985992411056,0.346913326825636,0.179481693045527,0.577795019844112,0.469132613709891,0.44152141054351,0.221941619914199,0.334192438117224,0.176519391875412,0.605182040756395,0.478881594867346,0.27224809221618,0.268642960005634,0.48606545372733,0.278112484867749,0.192499019215938,0.29334048041268,0.480580614579375,0.260983120143784,0.286247704416292,0.141922378858853,0.521537989205655,0.456966752250778,0.319496843233644,0.198327267342729,0.550203563883835,0.131225725180934,0.272481795916938,0.517247691041936,0.378771750231312,0.126336553456081,0.282302564882708,0.260543412999593,0.476854332980826,0.54690893481496,0.189907467729756,0.220239857170952,0.485098784660256,0.163528526487031,0.374272950453381,0.307124598874777,0.246408355857559,0.46509986614932,0.599595196877554,0.317949524198975,0.14525240125493,0.151953958142877,0.45203493323469
0.330573022515729,0.110539649783246,0.304845042310763,0.271248092252254,0.324601782736375,0.0742974743258321,0.604913292106763,0.499411832906927,0.504918456176275,0.223450393899211,0.295599685690481,0.163460482028184,0.47357071221098,0.485096896148607,0.202711420320789,0.277667337734106,0.398335533203941,0.438253709575227,0.153219859985718,0.343902195308854,0.376204240063113,0.208262653728344,0.276574198458772,0.135931751646806,0.684755275873163,0.202141403204796,0.204445949554113,0.380938818127917,0.636029594536155,0.0554362314963119,0.28621249466617,0.353158089400411,0.418609741742122,0.0999549758607186,0.294678843522764,0.341742213101358,0.477938192668118,0.480217340196576,0.224334020893411,0.20240771778117,0.394149444346466,0.134998615970815,0.37623570005338,0.244473254390206,0.361525268455943,0.253990308178755,0.641627611322152,0.302747744431294,0.0548107306077252,0.368585944026881,0.441597308621917
0.45330615403726,0.112900926631385,0.217328638292055,0.566853926424137,0.452793599071973,0.148268328374668,0.49341538749775,0.409000585067664,0.343832589751266,0.30707639998156,0.375908681845885,0.0884859895325743,0.641742299273308,0.503204495315475,0.293905475864224,0.232633127403718,0.401242478003082,0.150279713578901,0.373028352599993,0.346963126659818,0.399720469199232,0.192624638074701,0.276722011681397,0.151288866397378,0.139832412861086,0.380256233308044,0.263161260828951,0.297302238905722,0.553241657213928,0.126454096712488,0.398040502459677,0.478532379299949,0.30569361752606,0.107553794493093,0.471842383173775,0.220591191442301,0.354936176089125,0.584109339877931,0.201064502152557,0.280447525978609,0.450166902430858,0.210652490528695,0.14920538906889,0.244260084128935,0.259504576635354,0.378590648427956,0.395142348901823,0.255866580317265,0.206546237336827,0.22007701198762,0.550266182274882
0.33775270996387,0.144924089349444,0.302517373556905,0.469854696350932,0.584119635584166,0.225908363166276,0.62519429857012,0.602834160919738,0.454537038552013,0.228355996847266,0.369430494049328,0.264953109239859,0.487591736695339,0.473209716240266,0.313409472957683,0.277021732630725,0.372860160534051,0.290547169407185,0.263653063495221,0.211494012206746,0.473357984236384,0.257429330592739,0.29767625354356,0.127149916993087,0.648468158914237,0.634445435765093,0.23574543538914,0.26832651758114,0.768674050517924,0.150667415776151,0.402497819572981,0.686475338179995,0.353441761743658,0.209808528022063,0.532477245160202,0.307207432281218,0.63999320130996,0.570667699165989,0.459760799245838,0.139955443428218,0.481816438998897,0.250348050696953,0.258386891337987,0.209400728342893,0.392143932003397,0.390067122973513,0.77250800208719,0.441962637916992,0.112862743061931,0.292383446593137,0.758764605453912
0.833803378408118,0.656133888053828,0.236378062113755,0.846957883493364,0.578615250641147,0.642755013486661,0.814980776728171,0.609517125901911,0.570058016973819,0.487348409210421,0.712211140558042,0.989170613676981,0.663190787488936,0.630588401348821,0.999415471204753,0.638605739426351,0.213556914693426,0.68110739944597,0.50543715650924,0.434249080624653,0.940800351172608,0.459996173856209,0.501432761601977,0.693748564575934,0.340552788736768,0.24454759540005,0.325123182933872,0.591486474488082,0.726986660896041,0.336805252233847,0.32421545259049,0.646374863631442,0.324432385698313,0.881563491740038,0.373703798965164,0.670856623863237,0.783825372854678,0.99823959326359,0.184682082897871,0.262889269426285,0.491690617545247,1,0.287671094227052,0.209936077133132,0.235153174230157,0.703279594674566,0.500816336320589,1,0.722940861595531,0.734705154420204,0.425448812511138
0,0.59050167870205,0.103069151552403,0.01417610967626,0.384560662074165,0.0578740842241875,0.147662993623422,0.844045439772919,0.194929501926463,0.0398059511307428,0.126262603231013,0.106934644702415,0.0714540026222459,0.147709601723662,0.0778715487207784,0.0873379886482133,0.220548477320781,0.056189520182055,0.15029774476024,0.108134552185902,0.103628605644196,0.108526337467439,0.110018418902556,0.160579481023101,0.29027539157791,0.565107920569272,0.0693777059664075,0.130721216062694,0.45144209499804,0.0507379193512342,0.0750787376491611,0.115922776424379,0.563687666592496,0.0848483111314116,0.258674186685951,0.064488528097874,0.098344890321563,0,0.155712659457023,0.0929539399119797,0.10846503046934,0.164115341673261,0.0668323017030298,0.12756093982655,0.0988285668105899,0,0.333894480748219,0.174048678307256,0.0427529667886202,0.114523684645278,0.28962222732879
0.14819699223622,0.0281692543313296,0.0352825070156543,0.0703203776776946,0.769937600159968,0.0578894553365205,0.639835503159901,0.303009474441982,0.523666849229226,0.210813363213054,0.279905040235981,0.118241640478504,0.171769373845781,0.105624994668343,0.082548813040997,0.106413692369879,0.177369775733318,0.100342542748022,0.117044127171055,0.124346996490885,0.545633909131082,0.463461029597002,0.114410352844871,0.0218539391957391,0.287755635901889,0.292510460695954,0.109340463489423,0.101536265517694,0.31528332647475,0.0535587647585983,0.10239997462208,0.113349305738872,0.202769685388122,0.320592126800792,0.323042071528846,0.134498368826204,0.169578035651384,0.592730930004051,0.0683640083867751,0.0761205880457071,0.0489489604307301,0.120103403028879,0.0542756424783737,0.140052512660779,0.227715175264857,0.337909825001485,0.340611405241589,0.186094132310876,0.509540530909281,0.117957608650866,0.244874761687681
